Date,Month,Store Visits,Marketing_Spend,Discount_Percentage,Competitor_Price_Index,Sales_Revenue
11-03-2027,2027-03,10948,222996,5.2,93.3,1900000
12-03-2027,2027-03,9222,248215,0,102.6,1900000
13-03-2027,2027-03,8729,160285,9.9,101.3,1000000
14-03-2027,2027-03,8104,181800,7.9,98.8,1197281
15-03-2027,2027-03,11163,148985,5.6,104.9,1739547
16-03-2027,2027-03,8482,115661,7.1,98.1,1640125
17-03-2027,2027-03,9571,112653,9.6,90.8,1645561
18-03-2027,2027-03,9991,261673,11.4,100.2,1825597
19-03-2027,2027-03,10594,241251,0.7,99.8,1444661
20-03-2027,2027-03,7704,181674,11.5,97.2,1192355
21-03-2027,2027-03,10514,171374,6.3,103.1,1275424
22-03-2027,2027-03,8414,164779,3,100.7,1537213
23-03-2027,2027-03,9114,114969,11.5,95.1,1000000
24-03-2027,2027-03,9741,97061,3.7,94.8,1595064
25-03-2027,2027-03,9350,133359,6.7,100.1,1419052
26-03-2027,2027-03,7924,227018,3.7,96.8,1070052
27-03-2027,2027-03,10466,149658,10,91.1,1015633
28-03-2027,2027-03,10166,112509,2.2,97.9,1337535
29-03-2027,2027-03,10831,236423,9.3,92,1368569
30-03-2027,2027-03,9237,249574,1.3,101.7,1715113
31-03-2027,2027-03,10460,115224,9,93,1000000
01-04-2027,2027-04,7607,82845,1.8,102.7,1000000
02-04-2027,2027-04,9403,194167,6.9,101.6,1285653
03-04-2027,2027-04,9304,268911,3.7,102.3,1639459
04-04-2027,2027-04,8118,177518,5.4,100.8,1508295
05-04-2027,2027-04,7285,138785,7.7,92.4,1000000
06-04-2027,2027-04,9290,128053,4.2,104.4,1681388
07-04-2027,2027-04,9234,211480,10.6,97.6,1741936
08-04-2027,2027-04,10429,288694,8.1,92.4,1325098
09-04-2027,2027-04,9005,174274,8.7,95.2,1755407
10-04-2027,2027-04,10866,158478,5.9,104.1,1417070
11-04-2027,2027-04,9855,83250,4.1,95.6,1386124
12-04-2027,2027-04,8164,158155,6.3,93.1,1133311
13-04-2027,2027-04,7774,116559,0.9,95.1,1454978
14-04-2027,2027-04,11488,192452,0.2,94.4,1807102
15-04-2027,2027-04,8607,157968,10.7,97.1,1414484
16-04-2027,2027-04,9472,268544,4.1,95.7,1900000
17-04-2027,2027-04,9559,160646,4.4,93.2,1219999
18-04-2027,2027-04,7202,154556,10.2,93.4,1531455
19-04-2027,2027-04,9055,292314,10.1,93.7,1900000
20-04-2027,2027-04,11357,261394,6.6,104.3,1888649
21-04-2027,2027-04,9450,272724,2.9,90.5,1504144
22-04-2027,2027-04,8717,210089,2.2,101.1,1225891
23-04-2027,2027-04,9065,85906,6.2,100.2,1247388
24-04-2027,2027-04,9706,295006,4.1,91.1,1395806
25-04-2027,2027-04,9677,178785,2.6,93.2,1142669
26-04-2027,2027-04,9278,85636,4.2,99.5,1000000
27-04-2027,2027-04,10320,97133,4.4,98.5,1000000
28-04-2027,2027-04,10267,80704,5.7,100.8,1478190
29-04-2027,2027-04,10956,252736,5.8,100,1558665
30-04-2027,2027-04,9992,261247,3.7,96.2,1680136
01-05-2027,2027-05,11372,264601,1.7,91.2,1393099
02-05-2027,2027-05,8851,98134,6.1,104.1,1135839
03-05-2027,2027-05,8409,111489,7.4,101.7,1207752
04-05-2027,2027-05,7654,226270,5.1,94,1074714
05-05-2027,2027-05,8775,284609,9.4,103.8,1857627
06-05-2027,2027-05,9081,222271,4.5,102.4,1594928
07-05-2027,2027-05,10391,170323,9.4,92.8,1151713
08-05-2027,2027-05,10177,159566,9.2,104.2,1291307
09-05-2027,2027-05,7269,252013,4.1,98.6,1476026
10-05-2027,2027-05,8900,260584,3.6,101.1,1865026
11-05-2027,2027-05,8558,173158,9.8,92.2,1745243
12-05-2027,2027-05,11108,220272,5.7,101.4,1634022
13-05-2027,2027-05,11340,289440,2.2,99.7,1900000
14-05-2027,2027-05,10748,274375,8,94.2,1362541
15-05-2027,2027-05,9579,290042,7.2,103.5,1481082
16-05-2027,2027-05,11378,175409,7.3,92.1,1403343
17-05-2027,2027-05,8720,277428,0.8,98,1528047
18-05-2027,2027-05,10910,95203,5.1,98.3,1445658
19-05-2027,2027-05,10738,230302,3.8,102.5,1765998
20-05-2027,2027-05,7635,264696,0.6,99.6,1550804
21-05-2027,2027-05,10727,223129,6.3,92.2,1349441
22-05-2027,2027-05,10358,178665,4.2,93.3,1330936
23-05-2027,2027-05,8067,221499,2.6,90.1,1804924
24-05-2027,2027-05,8846,150093,1,101.2,1738789
25-05-2027,2027-05,7787,235108,1.9,103.8,1873406
26-05-2027,2027-05,9586,278390,7.2,97.3,1409282
27-05-2027,2027-05,9553,151405,4.1,98.7,1404505
28-05-2027,2027-05,9793,179283,5.5,102,1626759
29-05-2027,2027-05,8681,277889,8.7,95.9,1502575
30-05-2027,2027-05,10812,102562,9.6,92.9,1244941
31-05-2027,2027-05,7340,191403,0,93.2,1649062
01-06-2027,2027-06,7916,181064,3.4,95.4,1000000
02-06-2027,2027-06,11084,297235,2,101.3,1817282
03-06-2027,2027-06,10636,250449,1.8,90.9,1898807
04-06-2027,2027-06,11114,114389,2,101.7,1037301
05-06-2027,2027-06,11209,141419,6.5,99.5,1387773
06-06-2027,2027-06,8433,204231,10.1,98.6,1780953
07-06-2027,2027-06,8182,200362,4.6,93.2,1090077
08-06-2027,2027-06,8588,203260,6.2,96.3,1667342
09-06-2027,2027-06,8510,254706,7.2,104.6,1678702
10-06-2027,2027-06,7955,127405,5.1,94.5,1214935
11-06-2027,2027-06,10361,123170,0.3,101.9,1528126
12-06-2027,2027-06,11127,235494,1.7,99.1,1595351
13-06-2027,2027-06,9065,121150,1.6,98.3,1681436
14-06-2027,2027-06,10322,108070,7.8,102.6,1027784
15-06-2027,2027-06,9775,221165,1.3,100.6,1406504
16-06-2027,2027-06,7455,269989,0.7,92.2,1709023
17-06-2027,2027-06,7209,82230,0.8,101.7,1000000
18-06-2027,2027-06,7360,215990,8.4,96.2,1761605
19-06-2027,2027-06,10354,233565,6.3,103.3,1288349
20-06-2027,2027-06,8677,221774,2.2,93.5,1625867
21-06-2027,2027-06,8538,205795,10.1,92,1446885
22-06-2027,2027-06,10055,175584,0.5,99.4,1814772
23-06-2027,2027-06,8713,210837,7.4,98,1900000
24-06-2027,2027-06,7898,235903,1.3,91,1409637
25-06-2027,2027-06,7353,188853,4.8,90.4,1617320
26-06-2027,2027-06,9008,188121,8.1,97.9,1057500
27-06-2027,2027-06,7544,188399,3.7,95.8,1458722
28-06-2027,2027-06,10794,230121,7,97.2,1788082
29-06-2027,2027-06,10215,195501,2.9,94.6,1552438
30-06-2027,2027-06,10795,168155,2.4,104.2,1692897
01-07-2027,2027-07,9340,251225,1.6,92.4,1821234
02-07-2027,2027-07,9596,143760,5.4,98.7,1067772
03-07-2027,2027-07,7658,109567,7.6,102,1492975
04-07-2027,2027-07,8833,151403,1,100.2,1657627
05-07-2027,2027-07,7847,94198,4.6,90.8,1231071
06-07-2027,2027-07,7332,146466,3.7,96.7,1606025
07-07-2027,2027-07,8876,248041,7.5,99.1,1337298
08-07-2027,2027-07,9830,296417,4.7,102.5,1720021
09-07-2027,2027-07,10894,266710,7.8,94.7,1900000
10-07-2027,2027-07,8082,266220,7.7,102,1317587
11-07-2027,2027-07,9654,94801,7.3,94,1000000
12-07-2027,2027-07,8185,230195,0.3,96.9,1560682
13-07-2027,2027-07,10916,168100,2,91.7,1526437
14-07-2027,2027-07,7338,175548,2.9,97.1,1268224
15-07-2027,2027-07,11055,231670,9.4,92.5,1295807
16-07-2027,2027-07,8960,239825,1.8,91.4,1871067
17-07-2027,2027-07,10500,140920,8.7,96.5,1003546
18-07-2027,2027-07,8661,158312,1.8,92,1287002
19-07-2027,2027-07,10861,276674,8.7,98.1,1383452
20-07-2027,2027-07,10383,285071,6.9,90.2,1900000
21-07-2027,2027-07,10279,298191,3.4,99,1488177
22-07-2027,2027-07,7806,148534,6.7,102.8,1628431
23-07-2027,2027-07,9546,247964,11.6,92,1662466
24-07-2027,2027-07,9058,227462,10.8,103.9,1827317
25-07-2027,2027-07,9007,98211,0.9,103.2,1622788
26-07-2027,2027-07,8726,295713,11.2,98.4,1827182
27-07-2027,2027-07,10975,246664,10.9,92.8,1900000
28-07-2027,2027-07,8468,82193,0.1,90.9,1000000
29-07-2027,2027-07,8748,171397,5.4,98.2,1261227
30-07-2027,2027-07,11053,295378,7.7,93.6,1847723
31-07-2027,2027-07,9790,200324,6.2,99.5,1336430
01-08-2027,2027-08,10008,199290,8.7,96.4,1729607
02-08-2027,2027-08,11071,120468,6,92.1,1389202
03-08-2027,2027-08,11170,260574,0.2,91.8,1486878
04-08-2027,2027-08,7806,263614,5,90.2,1715621
05-08-2027,2027-08,7586,197397,8.6,99.9,1025698
06-08-2027,2027-08,11305,220521,10.1,94.9,1361122
07-08-2027,2027-08,11241,263212,9.7,95.6,1336369
08-08-2027,2027-08,11295,245039,8,101.7,1900000
09-08-2027,2027-08,7536,163777,11.8,95.5,1622119
10-08-2027,2027-08,10283,133900,4.6,96.4,1801824
11-08-2027,2027-08,9533,197137,6.9,91.8,1127090
12-08-2027,2027-08,8701,130500,5.8,104.3,1394906
13-08-2027,2027-08,8828,177680,11.3,99.3,1832695
14-08-2027,2027-08,7254,216979,10.2,94.2,1686667
15-08-2027,2027-08,10535,292027,3.8,97.6,1592677
16-08-2027,2027-08,9922,230441,10.6,93.1,1248671
17-08-2027,2027-08,8063,175392,3.1,96.8,1136146
18-08-2027,2027-08,11463,237251,1.1,98,1900000
19-08-2027,2027-08,10179,131333,1.1,103.2,1069017
20-08-2027,2027-08,10909,172108,2.4,95.3,1649085
21-08-2027,2027-08,11037,138511,10.7,94.8,1327506
22-08-2027,2027-08,8150,108382,4,97.5,1000000
23-08-2027,2027-08,7578,131585,1.8,90.4,1486179
24-08-2027,2027-08,7275,220104,5.7,96.5,1760992
25-08-2027,2027-08,9590,287537,8.4,96.3,1900000
26-08-2027,2027-08,8398,168404,2.7,100.2,1763134
27-08-2027,2027-08,8205,218179,7.5,102.8,1034748
28-08-2027,2027-08,10310,146185,4.1,97.1,1376372
29-08-2027,2027-08,11404,92460,7.8,97.1,1517009
30-08-2027,2027-08,9172,157890,9.9,97.3,1435328
31-08-2027,2027-08,9405,195180,4.7,100,1900000
01-09-2027,2027-09,9088,87379,2.2,96.6,1082571
02-09-2027,2027-09,11433,137846,0.8,99.2,1000000
03-09-2027,2027-09,8379,99048,10,98.4,1000000
04-09-2027,2027-09,7625,269475,6.8,98,1588478
05-09-2027,2027-09,10211,213581,8.1,98.3,1344658
06-09-2027,2027-09,9834,124476,8.3,98.4,1657368
07-09-2027,2027-09,9964,107250,9.5,103.3,1711167
08-09-2027,2027-09,8140,279982,6.8,103.7,1888814
09-09-2027,2027-09,9711,197957,8.5,95.9,1785337
10-09-2027,2027-09,7670,95466,3.2,102.5,1000000
11-09-2027,2027-09,10311,106508,9.2,91.5,1052500
12-09-2027,2027-09,7978,115267,6.5,92.7,1037499
13-09-2027,2027-09,8004,197075,7.4,95.8,1399402
14-09-2027,2027-09,10031,123917,7,99.9,1421486
15-09-2027,2027-09,7528,191551,0.7,94.3,1022401
16-09-2027,2027-09,9767,180214,7.9,102.3,1751192
17-09-2027,2027-09,7645,240652,10.2,102.1,1258790
18-09-2027,2027-09,8239,122288,8.4,102,1000000
19-09-2027,2027-09,9526,140070,4.4,98.7,1323555
20-09-2027,2027-09,9227,122628,1.4,100,1011194
21-09-2027,2027-09,9322,249681,0,100.9,1900000
22-09-2027,2027-09,9796,81505,0.2,95,1131982
23-09-2027,2027-09,10303,216951,5.2,101.8,1460725
24-09-2027,2027-09,7853,296951,1.2,94.3,1900000
25-09-2027,2027-09,8386,87966,2.2,95.4,1280855
26-09-2027,2027-09,8248,202023,2.2,92.6,1444187
27-09-2027,2027-09,9183,86988,9.4,91.8,1000000
28-09-2027,2027-09,10908,222975,9,91.7,1238111
29-09-2027,2027-09,8339,236166,1.3,101.3,1441445
30-09-2027,2027-09,11206,221188,3,103.5,1780778
01-10-2027,2027-10,8916,176359,10.5,103.3,1240140
02-10-2027,2027-10,10929,118268,10.5,91.6,1000000
03-10-2027,2027-10,9085,110365,4.9,96.7,1011684
04-10-2027,2027-10,9100,223493,6,90.7,1506440
05-10-2027,2027-10,11150,242865,11.7,97.6,1361094
06-10-2027,2027-10,10504,189487,2.8,102.9,1613855
07-10-2027,2027-10,8809,149610,2.9,93.1,1133414
08-10-2027,2027-10,10917,216805,1,100.6,1398853
09-10-2027,2027-10,9822,159418,1.4,100.4,1243762
10-10-2027,2027-10,9821,152857,8.7,96.9,1440899
11-10-2027,2027-10,8036,189906,3.8,101.2,1034387
12-10-2027,2027-10,9317,89869,11.9,91.1,1465386
13-10-2027,2027-10,9910,258100,7,91.2,1331384
14-10-2027,2027-10,7762,249328,7.5,95.5,1313854
15-10-2027,2027-10,7745,195402,8.8,103.1,1793129
16-10-2027,2027-10,10270,85111,0.4,91.3,1180361
17-10-2027,2027-10,8199,184873,6.1,102.9,1387847
18-10-2027,2027-10,9513,276840,9.6,96.8,1621110
19-10-2027,2027-10,7850,266425,5.6,95.2,1602158
20-10-2027,2027-10,7325,215977,9.7,99.4,1649225
21-10-2027,2027-10,10398,108164,8.5,102.6,1000000
22-10-2027,2027-10,10816,170651,1,93.1,1899704
23-10-2027,2027-10,7982,155406,5.6,98.7,1311321
24-10-2027,2027-10,9388,223134,7.7,97.3,1416001
25-10-2027,2027-10,10208,271885,2.1,99.2,1540789
26-10-2027,2027-10,7536,87708,7.2,104.5,1000000
27-10-2027,2027-10,10765,93149,2,96.8,1000000
28-10-2027,2027-10,9344,91654,3,90.9,1537653
29-10-2027,2027-10,7287,225389,8.9,98.9,1198658
30-10-2027,2027-10,10148,183814,1,94.6,1684775
31-10-2027,2027-10,10533,173527,3.8,101.9,1849251
01-11-2027,2027-11,9155,133832,0.5,99.8,1070470
02-11-2027,2027-11,7793,112927,11.4,103.7,1300044
03-11-2027,2027-11,10848,240515,6.3,92.2,1900000
04-11-2027,2027-11,11290,155228,2.9,91.1,1597387
05-11-2027,2027-11,9149,180452,7.4,99.4,1628509
06-11-2027,2027-11,8142,276154,3.4,93,1364764
07-11-2027,2027-11,8971,266908,3.8,102.7,1443754
08-11-2027,2027-11,7483,247811,11.7,92.5,1477498
09-11-2027,2027-11,8308,274299,2.5,102.9,1900000
10-11-2027,2027-11,11453,209421,7.7,96.5,1372455
11-11-2027,2027-11,8940,214168,8,99.2,1317416
12-11-2027,2027-11,10744,242770,2.9,99.3,1464034
13-11-2027,2027-11,7832,128071,2.8,98.5,1161216
14-11-2027,2027-11,9868,217265,0.1,94.7,1132563
15-11-2027,2027-11,11062,191364,3.3,101.2,1119925
16-11-2027,2027-11,8513,118753,1.6,94.5,1377164
17-11-2027,2027-11,9231,259055,8.2,102.1,1459826
18-11-2027,2027-11,8512,175809,8.7,95.2,1043787
19-11-2027,2027-11,8246,199747,9.9,100.7,1196960
20-11-2027,2027-11,8315,200765,9.2,100.1,1796113
21-11-2027,2027-11,9943,235175,6.2,103.3,1371105
22-11-2027,2027-11,10097,94360,1.8,99,1552546
23-11-2027,2027-11,8185,230365,9.2,103.5,1593917
24-11-2027,2027-11,8327,129500,6.4,101,1614571
25-11-2027,2027-11,9522,130963,10.1,102.7,1448954
26-11-2027,2027-11,7436,263788,3.7,99.1,1284397
27-11-2027,2027-11,11428,134450,8.5,93.8,1718375
28-11-2027,2027-11,10324,158439,2.9,93.1,1267896
29-11-2027,2027-11,8578,223136,8.8,104.5,1462818
30-11-2027,2027-11,9706,199397,2.1,100.9,1739529
01-12-2027,2027-12,9737,133820,4.3,96.4,1762410
02-12-2027,2027-12,9822,146827,3.4,93.7,1000000
03-12-2027,2027-12,9373,250158,11,100.1,1431603
04-12-2027,2027-12,8125,281638,6.8,92.6,1584145
05-12-2027,2027-12,10026,86414,5.7,104.7,1046820
06-12-2027,2027-12,10265,105778,8.4,103,1229149
07-12-2027,2027-12,9974,235701,2.3,95.2,1346392
08-12-2027,2027-12,8771,129425,7.1,93.6,1204721
09-12-2027,2027-12,10951,271717,3,101.8,1340635
10-12-2027,2027-12,10115,168640,4,90.9,1752787
11-12-2027,2027-12,9288,87697,8.5,101,1074392
12-12-2027,2027-12,10292,258165,7.5,95.8,1221476
13-12-2027,2027-12,10423,134331,9.5,94.2,1000000
14-12-2027,2027-12,10744,277324,5.6,102.2,1552283
15-12-2027,2027-12,9939,253852,6.7,96.5,1247164
16-12-2027,2027-12,7539,93456,0.6,101.1,1000000
17-12-2027,2027-12,9776,257989,5.2,100.1,1426635
18-12-2027,2027-12,9031,156106,0.4,92,1600949
19-12-2027,2027-12,8089,278654,7.1,91.2,1673866
20-12-2027,2027-12,8717,103765,10.6,102.5,1411512
21-12-2027,2027-12,8997,253113,9.3,99.9,1222915
22-12-2027,2027-12,7930,147415,11.3,103.5,1606877
23-12-2027,2027-12,8755,155043,7.7,101.8,1443957
24-12-2027,2027-12,8986,87815,8.7,99.2,1000000
25-12-2027,2027-12,8474,258075,10.7,103.6,1278547
26-12-2027,2027-12,9600,270106,10.6,98.4,1458282
27-12-2027,2027-12,10859,136604,5.1,101.7,1209388
28-12-2027,2027-12,7548,143869,1.7,95.2,1157850
29-12-2027,2027-12,7622,248631,1.4,104.1,1655405
30-12-2027,2027-12,7787,109840,10.5,95.6,1000000
31-12-2027,2027-12,8578,205238,3.2,96.2,1289101
01-01-2028,2028-01,10145,178350,3.8,90.4,1779300
02-01-2028,2028-01,8688,232861,0.5,100.7,1709002
03-01-2028,2028-01,8161,278751,5.4,97.7,1220071
04-01-2028,2028-01,11003,288262,11.8,93.2,1900000
05-01-2028,2028-01,9064,105156,10,96.8,1294858
06-01-2028,2028-01,7611,160360,8.9,93.4,1727876
07-01-2028,2028-01,11478,156670,7,99.9,1075806
08-01-2028,2028-01,11146,157593,2,101.9,1839491
09-01-2028,2028-01,7342,295196,9.2,97.7,1786913
10-01-2028,2028-01,8294,269940,7.6,101.3,1186749
11-01-2028,2028-01,9663,149826,0.5,93.8,1757664
12-01-2028,2028-01,7691,228164,5.5,99.6,1666874
13-01-2028,2028-01,11228,265180,0.6,94.7,1387776
14-01-2028,2028-01,10444,115731,0.5,96.9,1009121
15-01-2028,2028-01,10424,148118,0.4,104.1,1056659
16-01-2028,2028-01,8411,233819,10.3,104,1454574
17-01-2028,2028-01,10544,104629,1.3,94.7,1619544
18-01-2028,2028-01,7992,110441,7.9,91.6,1000000
19-01-2028,2028-01,11045,172528,3.7,101.7,1357096
20-01-2028,2028-01,11240,102663,8.6,96.9,1000000
21-01-2028,2028-01,9582,222409,8.4,90,1490804
22-01-2028,2028-01,10028,171887,8.3,94.2,1324496
23-01-2028,2028-01,8227,135628,0.3,99.4,1096400
24-01-2028,2028-01,8138,284681,1.4,91,1870258
25-01-2028,2028-01,9262,203663,4.4,98,1252887
26-01-2028,2028-01,7733,292280,10,101.8,1198730
27-01-2028,2028-01,9411,293056,1.6,104.8,1490044
28-01-2028,2028-01,8423,281981,8.4,102.8,1606730
29-01-2028,2028-01,9945,239885,4.5,93,1603885
30-01-2028,2028-01,7668,269015,6.8,94.2,1709020
31-01-2028,2028-01,11327,132360,8.7,98.3,1611450
01-02-2028,2028-02,7382,93925,1.9,100.1,1486270
02-02-2028,2028-02,10354,172347,3.2,93.4,1152723
03-02-2028,2028-02,7544,131280,11,90.7,1460099
04-02-2028,2028-02,10503,201113,2.6,92.8,1522912
05-02-2028,2028-02,8273,227445,9.9,94.1,1900000
06-02-2028,2028-02,9873,158073,6.8,97.7,1666258
07-02-2028,2028-02,10431,136688,2.3,96,1316228
08-02-2028,2028-02,9906,133722,8.8,99.5,1491065
09-02-2028,2028-02,7287,212502,4.6,93.6,1145766
10-02-2028,2028-02,7937,173227,7.8,101.6,1623688
11-02-2028,2028-02,10679,221913,6.6,98.2,1900000
12-02-2028,2028-02,8041,201354,11,98.8,1515531
13-02-2028,2028-02,7698,277391,2.3,97.4,1749427
14-02-2028,2028-02,8518,105133,6.6,91,1393047
15-02-2028,2028-02,10189,233243,2.1,94.7,1761801
16-02-2028,2028-02,7794,154408,1.5,96.7,1535521
17-02-2028,2028-02,9116,285257,8.4,102.8,1900000
18-02-2028,2028-02,9437,240147,7.6,100.8,1280545
19-02-2028,2028-02,8098,192820,9.7,96.2,1798276
20-02-2028,2028-02,8299,117464,10.6,103.5,1126282
21-02-2028,2028-02,7434,287676,2.7,92.1,1430084
22-02-2028,2028-02,11202,168710,11.1,96.2,1459936
23-02-2028,2028-02,7220,285745,2.6,93.2,1900000
24-02-2028,2028-02,8771,299582,10.6,102.5,1412473
25-02-2028,2028-02,8338,211572,2.3,96.9,1402153
26-02-2028,2028-02,8329,137795,10.9,100.5,1000000
27-02-2028,2028-02,10215,106362,9.3,90.9,1000000
28-02-2028,2028-02,9226,273249,1.6,98.7,1900000
29-02-2028,2028-02,8933,97662,0.9,97.1,1115573
01-03-2028,2028-03,10313,122412,9.9,104.5,1009930
02-03-2028,2028-03,10967,215984,9.9,104.8,1900000
03-03-2028,2028-03,9347,269210,11.6,95.2,1619939
04-03-2028,2028-03,8922,244172,1,98.4,1900000
05-03-2028,2028-03,7310,258553,8,90,1405832
06-03-2028,2028-03,9368,85309,4.1,94.1,1191732
07-03-2028,2028-03,9338,293909,1.9,100.6,1783957
08-03-2028,2028-03,9306,271774,5.4,100.2,1900000
09-03-2028,2028-03,8389,129579,6.8,100.6,1171819
10-03-2028,2028-03,8169,150569,2,102.2,1718634
11-03-2028,2028-03,8739,155947,12,97,1512565
12-03-2028,2028-03,7487,112732,0.6,91.4,1601135
13-03-2028,2028-03,8335,259378,1.4,94.1,1869140
14-03-2028,2028-03,11160,101816,9.7,104.7,1003039
15-03-2028,2028-03,7228,281638,3.1,94.9,1693463
16-03-2028,2028-03,8053,168655,11.1,93.8,1143996
17-03-2028,2028-03,9438,189867,10.5,104,1328089
18-03-2028,2028-03,9691,175313,1,96.5,1745841
19-03-2028,2028-03,8584,100224,7.3,91.7,1232238
20-03-2028,2028-03,10254,231471,11.6,100.1,1584920
21-03-2028,2028-03,8658,254066,3.7,97.7,1165064
22-03-2028,2028-03,8603,277797,1.4,94.6,1559750
23-03-2028,2028-03,9742,137398,5.4,101,1195994
24-03-2028,2028-03,10969,203873,7.3,95.5,1293291
25-03-2028,2028-03,8490,139240,4,91.8,1141125
26-03-2028,2028-03,7577,91852,10.8,97.1,1245923
27-03-2028,2028-03,11367,167874,10.9,104.8,1229422
28-03-2028,2028-03,7673,233118,7.2,93.8,1288091
29-03-2028,2028-03,9447,249438,5.3,93.8,1611983
30-03-2028,2028-03,8931,180012,7,97.3,1156828
31-03-2028,2028-03,7647,138605,0.7,98.7,1484953
01-04-2028,2028-04,9461,199666,7.4,103.1,1830730
02-04-2028,2028-04,7452,272049,8.8,98.3,1853869
03-04-2028,2028-04,8714,252303,3.3,103,1679618
04-04-2028,2028-04,7558,229669,10.5,100.3,1879879
05-04-2028,2028-04,10799,142294,7.8,99.3,1681546
06-04-2028,2028-04,10975,87303,6.6,103.4,1000000
07-04-2028,2028-04,7207,152883,1.3,103,1201606
08-04-2028,2028-04,11283,129808,6.3,96.4,1143705
09-04-2028,2028-04,8059,195277,2.9,96.5,1678873
10-04-2028,2028-04,9120,278208,10.9,93.2,1738641
11-04-2028,2028-04,7329,145930,9.3,103.9,1340091
12-04-2028,2028-04,10364,152068,9.6,90.8,1545152
13-04-2028,2028-04,10351,229931,11,101.6,1900000
14-04-2028,2028-04,10958,257909,10.6,98.8,1607529
15-04-2028,2028-04,9050,158614,8.9,99.9,1421719
16-04-2028,2028-04,10956,226505,0.3,102.2,1900000
17-04-2028,2028-04,10267,225362,10.2,99.4,1861825
18-04-2028,2028-04,11316,250725,4,96.2,1900000
19-04-2028,2028-04,9562,218338,8.9,96.1,1451602
20-04-2028,2028-04,9119,166526,10.8,94.1,1167727
21-04-2028,2028-04,7237,273867,9.2,100.4,1372408
22-04-2028,2028-04,8924,196267,3.3,93.3,1570616
23-04-2028,2028-04,9808,217470,4.9,104.2,1599322
24-04-2028,2028-04,11269,89090,10.9,93.1,1341597
25-04-2028,2028-04,8050,196428,3.6,94.1,1702386
26-04-2028,2028-04,8232,229786,6.2,103.2,1137960
27-04-2028,2028-04,9963,265326,9,103,1622323
28-04-2028,2028-04,11277,147339,2.3,91.9,1787852
29-04-2028,2028-04,11410,137246,1.7,104.6,1031651
30-04-2028,2028-04,10147,180977,2.7,91.4,1322383
01-05-2028,2028-05,8636,197603,6.6,90.9,1815586
02-05-2028,2028-05,8538,187525,2.3,98.4,1461102
03-05-2028,2028-05,10361,105934,10.4,104.6,1000000
04-05-2028,2028-05,8018,157488,7.6,104.7,1341692
05-05-2028,2028-05,7292,290737,0.9,98.1,1752319
06-05-2028,2028-05,10414,219385,2.4,97.3,1157484
07-05-2028,2028-05,8040,82606,9.9,103.7,1137435
08-05-2028,2028-05,10972,148279,8.1,93.8,1831593
09-05-2028,2028-05,10056,181553,3.3,102.9,1245693
10-05-2028,2028-05,9593,147234,4.7,97.3,1071257
11-05-2028,2028-05,10585,231008,8.6,100.5,1836026
12-05-2028,2028-05,11104,272323,3.2,101.3,1384803
13-05-2028,2028-05,11260,141519,3.2,94.6,1555817
14-05-2028,2028-05,7558,183807,8.3,104.3,1196673
15-05-2028,2028-05,8131,179986,4.8,103.9,1175810
16-05-2028,2028-05,8315,133035,5.8,101.7,1188782
17-05-2028,2028-05,10810,136185,10,104,1474312
18-05-2028,2028-05,10183,126554,5.9,102.8,1411271
19-05-2028,2028-05,11041,220464,1.3,99,1605156
20-05-2028,2028-05,8979,288676,0.7,92.6,1528195
21-05-2028,2028-05,10021,264627,11.1,98.4,1435514
22-05-2028,2028-05,8148,188364,11.6,100.5,1252817
23-05-2028,2028-05,7661,172628,1.1,91.5,1651654
24-05-2028,2028-05,11387,112315,5.5,91.5,1000000
